"","MCF7_LTED_r1","MCF7_LTED_r2","MCF7_LTED_r3","MCF7_TAMR_r1","MCF7_TAMR_r2","MCF7_TAMR_r3","MCF7_WT_r1","MCF7_WT_r2","MCF7_WT_r3"
"Q13112_CHAF1B",19.4693652058925,19.2053335803512,19.2204473191744,19.1754588830302,18.8611426748418,19.1691906086265,19.3607806602873,18.8725813598662,19.1551898961911
"Q13123_IK",20.8924555531955,20.8409640885983,20.8777616218255,21.1269561429162,21.1416476954658,21.1938032824555,21.2970896169387,21.1813785159126,21.3477574642195
"Q13127_REST",15.6984460573304,15.5418484932357,15.624374904252,15.7070344960286,15.5827982009955,15.4843625470708,15.6250163570804,15.3562820572068,15.5944771920881
"Q13129_RLF",16.9247809122675,17.0910308723426,16.8829496362726,17.7591909641284,17.4955046237677,17.5597145106932,17.0808918834781,16.938652686977,17.1606762294583
"Q13131_PRKAA1",20.7998809143886,20.8924363583853,20.903715364192,20.2571141724035,20.2382469960212,20.2238518448994,19.8520001900502,19.863305132848,20.006539146762
"Q13136_PPFIA1",18.5489835083966,18.6307915501511,18.6428602634255,18.73634160816,18.746336342644,18.7648281740798,18.5984639916098,18.6722046439623,18.8660575961924
"Q13137_CALCOCO2",19.0585637174224,18.7981395476895,18.7182691133623,19.5897603328238,19.3819439087708,19.5818718965272,19.6460457054351,19.3398482736079,19.6676923808026
"Q13144_EIF2B5",21.0231861742622,20.8788596871525,21.0618616862843,21.2438854474467,21.2108185808343,21.1833982674803,21.0886557342448,21.0473496314275,21.0308432951348
"Q13148_TARDBP",22.0370693540275,22.0643327377896,21.9918651209289,21.9967379043972,21.9868168271997,21.9885108116866,21.9609198145106,21.8879589485638,22.0086556101099
"Q13151_HNRNPA0",22.6171948411515,22.680671189924,22.6813835480468,22.8157863385475,22.8894194311731,22.9184940935035,22.8202635605143,22.7943491430025,22.9210726122692
"Q13153_PAK1",18.8242085239803,17.2687646212894,18.9303738604708,NA,19.1215729271772,15.8382551869949,16.6480236781175,16.4697278402852,16.6417761919134
"Q13155_AIMP2",22.6379995411332,22.5680099308304,22.6849522696461,22.8033817630806,22.7732837858226,22.8207539871938,23.0157681772773,22.9921229516525,22.9735733098927
"Q13158_FADD",19.8584951546238,19.9341519967236,19.8610736257427,19.6254888526308,19.5690831740153,19.6365511026362,20.0154148269218,19.9344940716397,20.0660761125134
"Q13162_PRDX4",22.3026199812426,22.2740210789505,22.2535927091242,22.665403115125,22.733817795065,22.7652226449636,22.797760871884,22.7717856593948,22.8747714635583
"Q13164_MAPK7",16.9232758210931,17.1585061657376,17.1163921740625,16.6710198963395,16.4684834924301,16.4321778910353,16.6623490716929,16.9848841605395,16.6730851856026
"Q13177_PAK2",21.674686807107,21.8494868358705,21.7023861405899,22.0384100760619,21.941425541871,22.0667261053204,21.5338243861542,21.4410357314988,21.5581052642473
"Q13185_CBX3",23.3225098957109,23.3184725633838,23.3362401438558,22.439968402597,22.4861184452312,22.4926611443481,23.3543394901919,23.361886273983,23.6360741516194
"Q13188_STK3",19.8396685791917,19.8221061390783,19.9165580638043,19.0576120169217,19.0721078841316,19.0415715395177,19.0579308277392,19.2812639744033,19.2038285519323
"Q13190_STX5",20.2759768992652,20.4033156915142,20.3381832650107,19.628899034752,19.8739928818224,19.6297484631184,19.6825010456939,19.8840823723338,19.7148850850844
"Q13191_CBLB",15.6424113814956,15.679717813283,15.7053728776436,15.4934531892177,15.5595653793499,15.5278893397359,15.8315282645266,15.7235713039882,15.7030371161163
"Q13200_PSMD2",21.8710900748894,21.8800727428671,21.7848034839444,21.8850276791112,21.6164588242183,21.7724083569606,21.7231100443658,21.6097597910918,21.6113029883867
"Q13206_DDX10",18.3901198799761,18.0014126041521,18.2683270151013,18.7882581632662,18.3035122840903,18.4098297982693,18.7812685661913,18.5802572888116,18.7187113694597
"Q13207_TBX2",17.2497956784162,17.1014703971676,17.1366161165732,16.516145765822,16.3900043196128,16.3898329221731,16.775526745802,16.7337317667308,16.8136230734732
"Q13216_ERCC8",15.3499231806155,NA,15.3388159135054,15.6105120946979,15.5383648626863,15.6398347784185,15.566733979854,15.503591806399,15.6043199685957
"Q13217_DNAJC3",19.8124529201829,19.8015803657064,19.8364025873147,19.6632655083127,19.8116056989164,19.6766187549013,19.4343482658706,19.6183099969234,19.5632917338886
"Q13227_GPS2",16.2455109075156,16.5232089000238,16.3173230539604,16.7185055754781,16.8132506304381,16.6321602729705,16.3907730605698,16.2041956981273,16.2297217263983
"Q13228_SELENBP1",22.2929048967965,22.2971987975245,22.3349161899379,21.8687193208951,22.2699012121239,21.9604134347757,20.0134850270426,20.4373216618305,19.5984593613761
"Q13232_NME3",26.3161528713242,26.1858377127904,26.2608631999395,25.365240248916,25.7563966508366,25.3814600364035,25.9332130971107,26.3140321431813,25.6426545918314
"Q13242_SRSF9",22.5747597856308,22.6477487958398,22.7048113070298,22.4973226310737,22.6839228701511,22.6227942956036,21.9254972254877,22.0837126881068,22.1839733372651
"Q13243_SRSF5",21.4160032027442,21.4575211922006,21.5509405193569,21.1134543360946,21.2686826734176,21.3231350500201,21.3879627901047,21.3650834159459,21.6369654624131
"Q13247_SRSF6",22.249852538535,22.3549577481095,22.2021677680516,22.1902038199949,22.1638083747941,22.2827596698215,22.2667931251219,22.1878515596318,22.4356043523795
"Q13257_MAD2L1",20.5038193555326,20.4264031252039,20.3382964186391,20.5136698202736,20.0788775873953,20.3602973512826,20.6362121658154,20.3338745380696,19.8489675868936
"Q13263_TRIM28",24.7577373794578,24.8366626916344,24.7333015014399,24.3201748465663,24.2738031628733,24.2880552354795,24.7968101785143,24.6662438683911,24.8098978519559
"Q13268_DHRS2",20.2786931327879,20.3673358755886,20.5038724777426,17.6882661024919,17.4213925122344,17.446536860748,19.0559935580542,19.9409136056498,19.3108771224146
"Q13277_STX3",18.6824604882829,18.6729039599414,18.6215728893334,18.4035644963169,18.5091726062492,18.3383270082297,18.6238703906271,18.8987782502292,19.0044244440836
"Q13283_G3BP1",22.7924277548259,22.622350596083,22.7199635621509,23.4027851388592,23.2196387779874,23.4101490699672,23.1908394279402,23.054409076825,23.0893932462132
"Q13286_CLN3",17.5086251890558,18.0269952109274,17.2422770587123,17.8549958311136,17.3954739271081,17.8086151640834,17.2807838262412,17.5023736359674,15.7672394078867
"Q13287_NMI",NA,NA,NA,17.818829784703,18.2093147663207,17.9770130105436,17.2848124997981,17.8845462331829,18.0634443229287
"Q13303_KCNAB2",19.2693684978965,18.9470507684473,19.3136909703152,18.0567582511528,17.3340579116639,17.6872935458923,17.6095614434564,17.5705001430738,17.4229150531849
"Q13308_PTK7",17.8393497345313,17.7670025464036,17.8491688436678,18.9591287471765,19.1247512123141,19.0626932988257,18.5306876107544,18.454289237739,18.1435834501965
"Q13309_SKP2",17.4808015890603,17.3783559217039,17.3502097192341,17.6495143472217,17.390540554937,17.5729906700347,17.7425305526915,17.4499209475773,17.5124588283248
"Q13310_PABPC4",22.3760995471762,22.4367013939973,22.2563325832021,22.5027094680013,22.3663689384581,22.4334701186608,22.7416808371599,22.6281486574875,22.7273180726576
"Q13315_ATM",16.8175987576124,17.1406710284923,17.1150634777038,16.5208559604134,16.6086189808574,16.4151199175935,16.4906657461645,16.8001848720304,16.5538056973084
"Q13325_IFIT5",18.4116939381233,18.461719101305,18.580594700941,19.1668267383221,19.1359757248127,19.1294446370291,19.2727386372652,19.4682544682749,19.6832430595874
"Q13330_MTA1",19.8258824131461,19.9323484110884,19.8500712320241,19.9993525109675,19.9699681950823,19.9937028568154,19.6382948287971,19.5082714308844,19.6501723754904
"Q13332_PTPRS",15.7178543300788,15.6674512046648,15.6375776637527,16.0204062327548,NA,16.1593608902545,16.0748457026791,16.0755139758014,16.1523237705597
"Q13347_EIF3I",22.2203317664384,22.1443854928915,22.1177378518913,22.3529608542659,22.1472161692118,22.3407757121879,22.4214331562703,22.3064891316895,22.4512851843841
"Q13356_PPIL2",18.7771234147412,18.8344284902542,18.8678963512438,18.7284793670647,18.7599627975088,18.7812873051366,18.9636253262844,18.9270453391628,19.2270377629051
"Q13362_PPP2R5C",20.2010079068413,19.8053269920539,20.1033744294581,19.6393328774341,19.462399787106,19.6748602284484,20.035813198099,19.6874046680695,19.9727549507125
"Q13363_CTBP1",20.9589606499189,20.9191751183119,21.0034728113584,19.9739197896077,20.2221455572704,20.0819543996722,19.9267403427676,20.0516940557075,20.1232962821598
"Q13371_PDCL",19.5490416959989,19.5693955622039,19.3985038845266,19.1369456488255,18.9288503731049,19.188862443977,18.9923355836997,18.6270148820594,18.9789742005225
"Q13395_TARBP1",18.8375067299734,18.8855670919245,18.827895527839,18.7269081351577,18.421563217011,18.5578211851478,18.0938981797464,18.3374655194399,18.6013182195102
"Q13404_UBE2V1",23.3081079605485,23.229994898953,23.365518697021,23.7754283644054,23.8004639106451,23.7103460970963,23.6742831455942,23.6519599856869,23.8197391676035
"Q13405_MRPL49",20.3192701738414,20.3304088840713,20.1817753796484,20.6348468971509,20.568840048309,20.6279176173822,20.8949296802518,20.7446222896547,20.7931272873038
"Q13409_DYNC1I2",21.7150678069803,21.701467375435,21.7677274685674,21.3270180708766,21.4494273626602,21.5102663284799,21.250945940482,21.2493760539702,21.2633152249305
"Q13415_ORC1",18.2691265900806,18.0601772358606,18.1641544895848,18.1208355382584,17.9685709856038,18.1088343544401,17.8372941858235,17.9837526150732,18.1967675713978
"Q13416_ORC2",19.3795716808122,19.2421004707723,19.3635009383934,19.0745139493787,19.1467888818818,19.1586405898403,19.2517974439005,19.1847520921941,19.3020817148116
"Q13418_ILK",20.4869182367293,20.1854247283218,20.4593840453472,19.8848938109169,19.9839390042449,20.0510526897023,19.799568391459,19.6535738529898,19.9618657966641
"Q13423_NNT",21.6903272789423,21.77900396049,21.6646638897287,22.0038854563971,22.1545997212914,22.0757371211684,20.763666733972,20.7391844961863,20.7758156553451
"Q13425_SNTB2",20.3010523595886,20.3525449193093,20.184298991907,20.3796397415424,20.3412498767857,20.3678111100561,19.8867079120827,19.9575637003808,20.0977042788027
"Q13426_XRCC4",18.8663600189486,18.7263001723536,18.8030012194204,18.5334905297971,18.3135534721595,18.566577000296,18.9018776079826,18.5052518331007,18.9179387382625
"Q13427_PPIG",20.0509496822201,20.1886326630952,20.1120108187824,20.3294848212831,20.4414239326691,20.337149238563,19.991937378914,20.1267513484408,20.2791830563039
"Q13428_TCOF1",20.972626961234,21.1002767487214,20.9947797643493,21.6546446878467,21.629559143796,21.7138246973967,21.6972929574336,21.5982648422464,21.7673362567889
"Q13432_UNC119",17.340259751815,17.3734688695359,17.4435647677311,17.4602569512999,17.5339976411356,17.5278965478676,18.7730705590478,18.7030806534558,18.8711452417081
"Q13433_SLC39A6",18.1362885433101,17.8481880538985,17.8592363663914,17.1544650713246,16.8353608560435,17.0940574066671,17.4133450164969,17.2411782390296,17.480774855167
"Q13435_SF3B2",22.5682198081085,22.5668851852447,22.5554247236158,22.8331377393864,22.8053152566758,22.8912483219795,22.7458849517164,22.6035296602335,22.7236831590648
"Q13438_OS9",19.2046163445197,19.1833245484178,19.3247944040948,18.8000609734536,18.7479531660299,18.7968855399464,18.9025380851803,18.8737455362519,18.6743680881773
"Q13439_GOLGA4",18.9890906692388,19.0817926591645,19.0197378987817,19.0566643985451,19.1406583096679,19.144830641954,18.555927729234,18.6512074743439,18.7089164419204
"Q13442_PDAP1",21.6065775899513,21.5681893884527,21.5475434756233,20.798487319345,20.9619288263007,21.0478959455962,21.0774124689057,21.0507537618148,21.1642948319341
"Q13443_ADAM9",18.9034916067591,19.0134786085692,18.832399354364,19.6087366326659,19.5981448230996,19.3445175496634,18.9204277383198,18.8969466214252,19.1048080809706
"Q13444_ADAM15",17.5248869964245,17.1714402414943,17.3362190316369,18.2275644132108,18.0702244071985,18.0717066090258,18.4816800866941,18.1327980944892,17.9487923888492
"Q13445_TMED1",18.5917947067707,18.8776905064936,18.6342983052222,19.1440410993924,19.1786605412278,19.0379753990882,18.8088726992786,18.9154800311467,18.8226107325245
"Q13451_FKBP5",20.2091689956358,20.2043155203348,20.2733365499747,21.1398692655186,21.262199837764,21.2385958737267,20.8748435311035,20.9857720671962,21.0277289582564
"Q13454_TUSC3",17.1797747790485,17.0054102585401,17.2541569751382,NA,NA,16.346535702548,NA,16.468443263253,16.3450010068166
"Q13459_MYO9B",17.6343791889304,17.6678143331844,17.6413453222353,17.211183989928,17.122706260376,17.2583965174759,16.93948525965,17.0574170045214,17.1800744466971
"Q13464_ROCK1",20.4616769321871,20.4858077604043,20.5800912595991,19.721787057399,19.7980248676698,19.8151387427437,19.772483603402,19.637052431973,19.9500340542361
"Q13469_NFATC2",NA,NA,NA,16.0255978147424,NA,NA,16.6615498853509,16.7289920051084,16.2946603463007
"Q13470_TNK1",17.0888138498284,17.2418083066125,17.1457542998508,17.3101983748805,17.1027860479606,17.3206737269763,17.1822753483722,17.3322293285189,17.4016374972183
"Q13472_TOP3A",17.4237903647555,17.1704538637213,17.1831972924889,18.0047564928073,17.8047711621396,17.9935703876828,17.681640466864,17.6430468716097,17.6165663099923
"Q13485_SMAD4",18.1706761050749,18.3670825418428,18.1069223280344,18.977108640781,18.8365768774125,18.8742400998201,19.1091808130429,19.0150954575573,18.934646416985
"Q13488_TCIRG1",16.4328516755313,16.7930467582185,16.4973346589392,16.8196634641319,16.7124710840867,16.698897797306,17.8093045572459,17.7282340943771,17.1125984480073
"Q13490_BIRC2",18.1873186154184,17.9759038075719,18.2538677662571,17.4795051627437,17.5795532356228,17.325183224891,17.6148518077122,17.614206139561,17.6760367976468
"Q13492_PICALM",19.4409480552525,19.3931201261358,19.5076836764312,19.4723964846063,19.4956324716404,19.5107897796385,19.7724566909792,19.8533584468431,19.6801186996742
"Q13496_MTM1",18.0515400612914,18.1043647788209,18.156283433407,17.760263882791,17.8618770817527,17.8465272395256,17.0156000944928,17.0505266032042,17.0500181776909
"Q13501_SQSTM1",22.0695089227296,21.5881954448587,21.7020860431953,21.1605871723723,21.0627933052506,21.2322558002002,21.6910812205482,22.0019223267765,21.9779079688758
"Q13503_MED21",16.1709931340734,16.7073514258595,16.4033182982452,16.7204592877541,16.3145606382331,16.4623884366121,16.7959307962208,16.6985769345844,16.9287449625153
"Q13505_MTX1",20.2724705660578,20.2454389192062,20.2015992375654,20.1481414526301,20.1511050078344,20.1666437399509,20.208502267156,20.268141802092,20.0897545261722
"Q13509_TUBB3",20.8024881363821,20.7055064129101,20.9732683545792,17.6312435914864,17.2495395089457,17.6836797893293,21.7115087115525,21.6660520088121,21.9886087577207
"Q13510_ASAH1",20.122217346957,19.9429690836006,19.9936196978637,19.5760526440237,19.7051003412711,19.6386159709119,19.2283340013709,19.6142509123453,19.1555561481848
"Q13523_PRPF4B",19.5884804747008,19.7060856735965,19.666210775299,19.7983402653365,20.1622539136062,19.9362885839814,19.7649103517634,19.9262050756608,19.9811101970671
"Q13526_PIN1",20.8796450992461,20.7794897618269,20.880798989747,20.4326990982222,20.5133518237176,20.5070186612787,20.596714656027,20.4889286256136,20.7754726508065
"Q13530_SERINC3",16.3594144467086,16.4815578365092,16.0180758984123,16.4480078274953,16.3929875941447,16.1309536378369,16.1850421399142,16.1261436244508,16.1495035151376
"Q13535_ATR",17.348143100222,17.2581146707563,17.3164587835822,17.6468759956222,17.5169735683858,17.6006178317329,17.7478437563063,17.6348462843853,17.7405567948832
"Q13541_EIF4EBP1",19.1734193120135,18.9382197863117,19.2396380040241,18.9315778843395,18.8335500043151,19.0856077409593,18.5408345531258,18.331716817947,18.391540349849
"Q13542_EIF4EBP2",17.0975006729744,17.0704963982894,17.016984523052,17.2416180792397,16.8639867070539,17.4587317414132,17.5754205424618,17.0310908676386,17.3779114702804
"Q13546_RIPK1",19.1230980186092,19.201962972042,19.1242468853312,19.0423178800317,18.9717736524998,19.0461476325622,19.3571477199807,19.4612637027605,19.5412070658506
"Q13547_HDAC1",19.2420967678011,19.3425746397902,19.2784873565923,19.2600977016944,19.1233233880431,19.1960748212323,19.1022605041892,18.9822474061507,19.0145110303867
"Q13554_CAMK2B",15.8552801822979,15.2066438621618,15.9933882903793,NA,15.4391408283523,15.5313201416858,16.1052469952313,16.425875448858,16.0116787017676
"Q13555_CAMK2G",19.3043981249355,19.3730872598205,19.4286211345707,19.424840171647,19.41556918142,19.3502097591406,19.1243370439458,19.3487821188976,19.3775652471362
"Q13557_CAMK2D",19.2204203761768,19.1140862453213,19.2555735920655,18.6388601339045,18.9416415227062,18.8441993443682,17.3754887771484,18.2514559334231,17.6920625251757
"Q13561_DCTN2",23.2719782865809,23.2993158202239,23.2261181738817,22.8496287855397,22.7574741300015,22.8918936246533,22.9126296850568,22.7857166365344,22.9544005467149
"Q13563_PKD2",15.8349907556391,16.2272307441443,16.3693849371232,NA,NA,NA,NA,16.3619406261816,NA
"Q13564_NAE1",19.6105978121519,19.5532639615988,19.639359057873,20.0791974157243,20.1462552892222,20.0802406677119,19.5391345834215,19.6920218147014,19.4268370361938
"Q13568_IRF5",16.5360224937963,16.4002047599867,16.2810704616399,NA,NA,NA,15.9418549416715,15.886045233478,15.3802572639198
"Q13569_TDG",18.2681123508376,18.4459880581183,18.192611493351,18.3928383988807,18.8178186172193,18.6721574062013,18.7398743216526,18.9926093853775,18.7038989769606
"Q13572_ITPK1",20.7796441213401,20.8228167785653,20.8688528235534,20.1963166544796,20.1498312454894,20.2275054978063,21.5901333919322,21.6601885732965,21.6029191089376
"Q13573_SNW1",20.9106351350822,20.8798703344424,20.9316762262689,20.9619039946046,20.9636493473035,21.1062161099643,21.1123228253396,21.0107697142617,21.1834807642244
"Q13574_DGKZ",17.9622623403261,17.7111184236192,17.928622949893,17.9130801824212,17.8401314067149,17.8465757668277,18.5512298954255,18.444223169913,18.5184982567978
"Q13576_IQGAP2",NA,NA,NA,NA,NA,NA,15.9024211654034,16.0676087975158,15.8684076241116
"Q13586_STIM1",18.9845142369174,18.9371912928793,18.6518539107587,19.7687963136146,19.7233199584988,19.8767348484201,19.5411088612302,19.7204734536281,19.1352730852862
"Q13595_TRA2A",22.1882430977781,22.4485657737262,22.329060238194,21.2081765080826,21.1647809952715,21.298007204887,21.8251730584201,21.858563345884,21.6073460292196
"Q13596_SNX1",20.6583913486811,20.6497450731168,20.6399513625333,19.7476265976275,19.8604318321513,19.7850303496586,19.9196159775773,19.9255522950258,20.0475646802602
"Q13601_KRR1",20.6069452124546,20.3271760980006,20.3870010826765,20.4738724311657,20.0892886052507,20.0360658326609,20.7179259288503,20.6056665437049,20.490917308936
"Q13610_PWP1",21.5460089745396,21.6339211303918,21.7018936312724,21.9450867576416,21.9261652476632,22.1253148247212,21.800772079171,21.7535868661884,22.0474019394105
"Q13613_MTMR1",19.4287615612376,19.2730138116574,19.5082741827698,19.2112253955555,19.2591451360935,19.2549246797831,18.2619066678958,18.2039692838543,18.2233073746141
"Q13614_MTMR2",18.9325796232104,18.8004561765627,18.8089473946279,18.7173323588988,18.6636387463655,18.766193918013,18.8628087088245,18.7340942858774,18.745903424464
"Q13615_MTMR3",17.9507689874376,17.9345827506212,17.8920211706087,17.4241033158449,17.4518384985769,17.3477887565947,17.3050956484298,17.2811024691076,17.2054994320599
"Q13616_CUL1",19.6241913061836,19.6150926304912,19.6471231934938,20.1448231946352,20.1749269488196,20.1901749608707,20.4466618638868,20.3394484741313,20.4456187196598
"Q13617_CUL2",19.8031895769986,19.630883622189,19.8277859653109,20.3235329216118,20.3829882688305,20.3778235505459,20.3758674584423,20.3735254944783,20.4198690508505
"Q13618_CUL3",20.267883082821,20.1673627748861,20.2730474395209,20.1182944343558,20.1270921447464,20.1141101238973,20.3774460571075,20.3657889355038,20.3461303176482
"Q13619_CUL4A",20.0558191044428,20.0919861730986,20.0890765409981,19.9568230888066,19.9312596452109,19.9575607600561,19.9136526864911,20.0217310013115,19.9785086383457
"Q13620_CUL4B",19.9091722624378,20.0281152926283,19.9522355071987,19.7453439406189,19.8619477211143,19.7887428832166,18.8489872374217,18.9816305564791,18.9050689992669
"Q13625_TP53BP2",23.3369996829628,23.3653822299905,23.2918229137443,23.2580932322723,23.2945486962054,23.340706041035,23.4350084114219,23.1525000587448,23.2428167059302
"Q13627_DYRK1A",17.4203881883567,17.3694906983595,17.4286163638008,16.5530055255093,16.7915020460129,16.5942523180432,16.9295659137905,16.6957395935681,16.8749029954397
"Q13630_GFUS",22.3107307266784,22.1146733143838,22.3069752416301,22.2221545028326,22.3042055467016,22.2046472383294,21.9492551184583,22.0810333532958,22.1206322432905
"Q13637_RAB32",19.9199476842017,19.9675826539238,20.0679937128749,18.6692938533227,18.8121778487615,18.6597434882718,18.7371962143366,19.3474281825267,18.8798046009621
"Q13641_TPBG",19.0120237504793,19.0626566480283,19.0217249153182,19.0072385984223,19.0708601845372,19.0827388369284,20.5830421515367,20.6960387881703,20.7045259376788
"Q13642_FHL1",NA,NA,NA,NA,NA,NA,17.5768718460612,17.8604388445152,17.8330029495903
"Q13643_FHL3",16.8402930822439,20.5915982967091,NA,NA,NA,NA,17.949248126368,17.8257848574858,17.5855736058765
"Q13671_RIN1",16.3323178998278,15.8742222349203,16.0032122580795,15.628331330326,NA,NA,18.0913433891837,18.3645624525793,18.2977442330137
"Q13685_AAMP",20.3261800845566,20.2147915149338,20.1328008242034,20.7181054408912,20.4416793290974,20.6976740317942,20.7523570791067,20.4916350693467,20.7418865011951
"Q13686_ALKBH1",16.9542994049346,17.2857945455768,17.0407943742586,17.4806466194791,17.1778989136228,17.257903621219,17.1989187556377,17.2986424757127,17.3184340082848
"Q13724_MOGS",20.6105493942586,20.5501633455021,20.6226310489175,21.4250222044994,21.5566331959318,21.5205837145281,21.3077000482701,21.3479714175025,21.1957343821212
"Q13740_ALCAM",21.2284738189743,21.494288591599,21.4235795104616,21.1011329357122,21.5978897132692,21.2671197463081,21.0761518549347,21.4366733591779,21.0325290977252
"Q13769_THOC5",19.7680999656232,19.7654214647405,19.8408629492528,19.5791395935706,19.7555912318758,19.6148686173848,19.5463300295869,19.557455655631,19.5576978084677
"Q13795_ARFRP1",18.8218709197739,18.9152149243129,18.7992850602088,18.6347035457323,18.8758449884002,18.50967592533,18.3509123102267,18.5331791295036,18.2372173252023
"Q13813_SPTAN1",23.7487474234415,23.6130062134537,23.6097413973312,23.1576082431007,23.2867112883939,23.1927006901194,23.9719449492895,24.0246256505608,23.9353076673788
"Q13823_GNL2",20.0448713690693,19.9451539516717,19.954935981995,20.220691019002,20.1917065866212,20.2084143251418,20.4520669138127,20.5982104848014,20.5620279858126
"Q13825_AUH",16.5185486524307,16.6293573255474,16.7475080886183,16.6295052838274,16.7388853470863,16.6306503842011,16.3985657100479,16.5991035478404,15.6820220141639
"Q13835_PKP1",16.1334626196571,16.2072746888865,16.577286890079,NA,NA,NA,16.5820325652764,16.6065098895877,16.6290006021054
"Q13838_DDX39B",23.3001804426341,23.4498421266402,23.4543337795934,23.0733090718837,23.4164710694414,23.1703108781745,23.0560886150696,23.195426838783,23.1790422828643
"Q13867_BLMH",20.9322805162139,20.7930553078834,20.9642380725968,21.0196045688972,21.0979110912723,21.0844943805939,21.031568665215,21.1035505619808,21.3473626939022
"Q13868_EXOSC2",20.7711446895996,20.5616247335243,20.6699515651208,20.942241023384,20.6772266153123,20.8499677266835,20.8842818318826,20.7459186195552,20.8129172800897
"Q13882_PTK6",16.9989147450588,16.9516170472913,17.1488050894962,16.471857364441,16.6687154175503,16.5454488297816,16.389829443273,16.2577940363003,16.4581357030413
"Q13885_TUBB2A",18.7847183298847,18.8275090288877,18.8824563923416,17.2784540952284,17.1842648369684,17.2230135208105,18.6988170778022,18.786552875704,19.0869135911596
"Q13888_GTF2H2",15.4898584251405,NA,15.5880350132756,15.5019565493676,15.4129241051179,15.6909873210384,15.7300136649905,15.5049650759714,15.4782519934048
"Q13889_GTF2H3",17.3659353542247,17.3888523590236,17.5108446962307,17.3729096880044,17.4775408058631,17.449317143724,17.446259081401,17.5175162180916,17.6515900608331
"Q13895_BYSL",20.3492707156311,20.0546411816615,20.2289305707877,21.0919392844356,20.7936479259617,20.8312394941515,20.8571423181658,20.7613246185746,20.6665382765277
"Q13901_C1D",19.1364468521809,18.4884290398971,18.7162842609981,18.4768106377971,18.8436695306607,18.8516264276641,18.0298448432635,18.0328480115984,19.5478285309122
"Q13905_RAPGEF1",19.5161864476427,19.7383686267121,19.7038554221584,19.7210410329753,19.7334137084485,19.5872780260667,18.896187964612,18.8795566116805,18.7809520062853
"Q13907_IDI1",24.2598661185718,24.0746697603324,24.6273311288064,22.7540112055999,22.7563680764823,22.8233615852828,22.691518922144,22.556986093943,22.9311415806581
"Q13951_CBFB",19.1591572951973,19.2653210253879,19.2020190030627,19.4917840544812,19.3146000725724,19.6343453699577,19.6062236290827,19.356886377451,19.337036335079
"Q13952_NFYC",20.1027906101833,20.0788375617633,20.0675712427633,20.0020710701855,19.9847860932135,19.7952385288565,19.9177896928804,19.9205215049793,19.9647782014705
"Q14004_CDK13",17.4659417796759,17.6203773784427,17.5249633144887,17.7050018571343,17.6233995413096,17.8174532877244,17.6913286190257,17.7805267061044,17.9238898551332
"Q14008_CKAP5",21.5388628329748,21.4379684395701,21.4650247262095,21.7563686229773,21.7785997746537,21.7308581105574,21.6452888489647,21.7609061552275,21.7242353064152
"Q14011_CIRBP",23.2527831199307,22.8516960888978,23.2368318011748,22.3216297896806,22.596880692051,22.5851757224526,22.690581229134,22.5226453061101,23.3439349382566
"Q14019_COTL1",20.858119382849,20.6970546179966,20.8737624520663,21.6840658130461,21.4812384635431,21.5550398200717,21.4677051143083,21.2257468365764,21.3727797214561
"Q14061_COX17",17.5915344203043,17.1654451580589,16.9104248620962,17.738163875883,17.2301441565905,17.3814958314828,16.5006206327262,16.2998236527036,17.1145342669435
"Q14103_HNRNPD",24.0433241716297,24.2378122006752,24.0717821927497,23.916506253293,23.8604770627883,23.8669393848483,23.8379871812,23.6348527626194,23.7033976411582
"Q14106_TOB2",16.0724063697567,16.0359624585787,16.0412666984447,15.6258105746121,15.9235042400222,15.6344639901147,15.6806534848366,15.8485324959453,15.8361954761655
"Q14108_SCARB2",20.2223686199179,20.361362865469,20.2690357808354,20.3720760826592,20.7384071892874,20.604479829218,20.151359739678,20.6479100159646,20.1750809791444
"Q14114_LRP8",17.369361213222,17.0134879877976,17.343010835141,17.2592184487362,17.3488487707481,17.4503709897692,17.3186846142337,17.3632131052955,17.7271151793896
"Q14118_DAG1",19.5221192972712,19.5084616362557,19.4787322401572,19.5822080019962,19.5375307228677,19.6291328894702,19.8723301445584,19.7231827755059,19.6612810365729
"Q14119_VEZF1",18.7323206842767,18.8850729934023,18.7374785961729,18.5627800552815,18.7142637883354,18.6570459190599,18.7344570421692,18.7643954807126,18.7472190769763
"Q14126_DSG2",18.2373797859099,18.0053505170021,17.9177753414201,18.5762840260652,18.5129222498748,18.3531913471719,18.4800748375409,18.0616357507795,18.3267191158729
"Q14135_VGLL4",16.1372276845745,15.9887876403799,16.13318503648,16.1160207762648,16.5549081495568,16.5673842760547,16.4568247455657,16.4209785749441,16.5367706718172
"Q14137_BOP1",19.376415221823,19.3656007786072,19.6669327058925,19.6865270533341,19.7104465733697,19.6564076583602,19.5634709495841,19.9302980073487,19.4473768787286
"Q14139_UBE4A",20.3351275268919,20.197616136113,20.319793248768,20.2670545353803,20.1685862915964,20.1441953128583,20.0031934907547,19.8787863467282,19.8821320589368
"Q14141_SEPTIN6",NA,NA,NA,16.3224280463739,16.4266150461913,16.3991364753321,16.1790432919161,16.1545521290939,NA
"Q14145_KEAP1",18.9971016258685,18.8687985080888,18.8616002088901,19.617094167837,19.4765337060291,19.5683187995852,18.3540536950666,18.4618748073145,18.4256908623443
