"","MCF7_LTED_r1","MCF7_LTED_r2","MCF7_LTED_r3","MCF7_TAMR_r1","MCF7_TAMR_r2","MCF7_TAMR_r3","MCF7_WT_r1","MCF7_WT_r2","MCF7_WT_r3"
"P51788_CLCN2",NA,NA,NA,15.5072117073824,15.2961432473064,15.6366058804038,NA,NA,NA
"P51790_CLCN3",16.7858238741482,17.3585642035746,16.7247993195734,16.335708178213,16.4241828710865,16.4543575054873,16.1816973836834,15.9506515190683,NA
"P51798_CLCN7",17.7449405994459,18.0344092465757,18.1370829544458,18.1109461017193,18.2618512575675,18.1306914037964,18.0785273681149,18.5821325360538,18.1597383718803
"P51805_PLXNA3",17.704577741898,17.7774246963128,17.7255135815767,16.4556017939802,16.7460095983977,16.4624529789901,16.2746248499758,16.5892177311913,16.2393068954923
"P51808_DYNLT3",17.3721189997776,17.1325280526089,17.2839038227954,17.2624105743267,17.3459966480647,17.0530576816894,17.2929802622825,17.3407947748757,16.9351244574567
"P51809_VAMP7",20.5556887491255,20.6506877349195,20.4355946315372,20.4300662333174,20.2999877862185,20.267521428351,19.1060343051869,19.1888572508929,18.7289070833518
"P51812_RPS6KA3",18.7377935145678,18.9321594355526,18.8777391424784,18.9219132921992,19.0353498950048,18.9693093369846,20.1422225114053,20.3689667584949,20.0852830838661
"P51857_AKR1D1",NA,NA,NA,17.0699133023625,15.8491109937483,16.2378516880204,NA,NA,NA
"P51858_HDGF",22.6715273246538,22.7377833281423,22.726176511574,22.6953998394848,22.8648805882037,22.7945144761848,22.9419797316794,22.981674516785,22.9665435820291
"P51946_CCNH",18.1895482930069,17.9120781216958,18.1614975418991,17.9552424398558,18.076014414785,17.812751835577,18.3597112465133,18.2948082214254,18.4858222424038
"P51948_MNAT1",18.502457892432,18.5606008819316,18.464456633227,18.3340459566149,18.4962765472695,18.3934751468542,18.5579465907203,18.7070900380803,18.6814927295092
"P51956_NEK3",16.28919337257,16.121650462887,16.3322157434342,15.7405056884771,NA,15.5412713062697,16.8118128026195,16.596416090504,16.8729132446794
"P51957_NEK4",15.21560533618,15.291934803065,NA,15.4143014512649,15.4707802503428,15.4375613562844,NA,NA,NA
"P51965_UBE2E1",19.4314460190635,19.2666107363418,19.3948946418993,19.4554576719356,19.5616524734264,19.5598252411796,19.06638165312,19.0090733210238,18.601782022272
"P51970_NDUFA8",21.3338267778926,21.4971783782792,21.3155186468916,22.0604566053246,22.0123848914462,22.1251977102434,21.5526396368,21.6929921404094,21.7450009663197
"P51991_HNRNPA3",24.3682236118192,24.6560294116297,24.4603422751572,24.6263419888052,24.7946060154542,24.6225069067254,24.3111239088279,24.4522026402018,24.3478122211853
"P52179_MYOM1",16.1704346150525,16.1684665454652,16.2402139721006,16.6274863540687,16.5777774974027,16.7409501680901,16.5956605867024,16.4944980794982,16.6042698218982
"P52209_PGD",25.0014593125573,25.0052206802061,25.058418133937,23.9520849302573,23.9153155372644,23.9358405938383,24.1157611741646,24.1176965479636,24.0908601571276
"P52272_HNRNPM",23.6451130051347,23.8735241273753,23.6962821127926,23.5335053060438,23.5876448991306,23.5750479050076,23.6119952870113,23.6375143641068,23.7328460783731
"P52292_KPNA2",23.3160807643641,23.1961548928346,23.2077560368653,24.0093819847768,23.5601771655907,23.8929096115261,24.2982765874887,24.1484422736479,24.3238365003777
"P52294_KPNA1",20.3723970527798,20.3603173946696,20.4235079567898,20.4772287929012,20.4367980993544,20.4917721995264,20.3668097288833,20.4096005753275,20.3957990605866
"P52298_NCBP2",19.4646785449687,19.8076711127134,19.4996670549296,19.8682167452203,19.6496400195472,19.7473122838414,19.6960768103419,19.5586190969102,18.9826813407277
"P52306_RAP1GDS1",20.801292853676,20.7027566201962,20.8148024098285,20.4137923011836,20.3146870203741,20.3769491048619,20.5233826433369,20.3905484726468,20.5198250413067
"P52429_DGKE",17.684048690378,17.5143362523704,17.6050710105737,18.0792953570322,17.8284608846946,18.0724760270996,18.2102990405472,18.2305861319109,18.3934885465019
"P52434_POLR2H",20.0634159795119,20.0100814444247,19.9653550078004,20.393846924045,20.139541410403,20.2651276494893,20.1618932371204,19.9650494406182,20.0171806231241
"P52435_POLR2J",18.5462412739363,18.7053187753461,18.6209031756293,18.8990146870126,18.2822356792229,18.2601404477212,18.484843793894,18.6379660213193,18.3140667203685
"P52564_MAP2K6",17.2664652681645,17.2850182563003,17.3120612526952,17.1110705810081,17.1591751953193,17.2202582622066,17.3985922546129,17.1977962089933,17.3338249797901
"P52565_ARHGDIA",24.8590923112514,24.8120940201664,24.8340935950981,24.5901453403475,24.5449592658415,24.6297976881882,24.2184248791427,24.3443021080485,24.3831617524406
"P52566_ARHGDIB",NA,NA,NA,20.3491409982313,19.3798419921091,20.3751130174466,17.205662877163,NA,17.0896672081204
"P52569_SLC7A2",17.0672926327584,17.367722783342,17.2021865827675,15.4152150211297,15.6065524507614,15.654622365806,17.6142925688994,17.7430242515348,17.8384704451592
"P52594_AGFG1",18.9990377429659,19.1172951324552,19.2914089543224,19.0126126357621,19.0167054283093,19.1347999639857,19.1794093624765,19.1940675916616,19.2193958423656
"P52597_HNRNPF",23.2515335078294,23.3300442928182,23.2611274608254,23.7175911261041,23.7441323617338,23.6611996832202,23.8284144344384,23.8866176040538,23.7123668003059
"P52630_STAT2",19.1332466419003,19.0393080499872,19.0755350389958,17.8579651439931,18.2792261978387,18.2046581741099,18.3555109440855,18.6370077939687,18.6862791475399
"P52657_GTF2A2",19.7039604468567,19.6059169132053,19.3972670399002,19.3005400193424,18.9284983333927,19.1603432256541,19.3368030981074,18.8752599770816,18.7465216193348
"P52701_MSH6",20.9869846041333,20.8450077018382,20.920408572428,20.9734642723979,21.0003480923665,20.9858305437451,21.3859110036324,21.4198414909632,21.6154106461025
"P52732_KIF11",20.5657768520107,20.2770798390697,20.3905351461696,20.2584322938743,19.8956035901551,20.2504579492139,20.9234468000417,20.6443470767538,21.1228292269013
"P52735_VAV2",19.9523886533951,20.0878461960753,19.9645210178885,20.0371301545072,20.1022957844269,20.0605777596179,19.5235586810521,19.6546140588263,19.7565049753391
"P52739_ZNF131",17.4404390330298,17.4115629509662,17.1420796653567,17.4376064279665,17.4078291726388,17.3926608738287,16.92176833529,16.8522139739482,16.659287316678
"P52747_ZNF143",17.3199204815498,17.3890236184145,17.4069819861032,17.341883560074,17.2033103202019,17.1665097489458,17.4237057800637,17.2865198408044,17.4003351827731
"P52756_RBM5",18.2463060941602,18.713751616334,18.4819094161987,18.8006170917252,18.8586415585601,18.639416415288,19.2937672017106,19.217134911366,19.1496428437661
"P52758_RIDA",21.9165731254331,22.0055733426424,21.9729491591578,22.2367454285829,22.3266961142212,22.2764610857675,21.0798553610145,21.0646766045282,21.0834514723146
"P52788_SMS",22.5637357602589,22.4315916548629,22.569713315544,22.384569318502,22.4125052501337,22.4354635802313,22.1917122842331,22.0470918828308,22.1001565563197
"P52789_HK2",19.4282108769219,19.0688777724072,19.1701177017913,19.5711959959643,19.052858142897,19.4004493440691,19.5012435933426,19.3135946347843,19.4213477237497
"P52799_EFNB2",16.4306689760836,16.6005139987285,15.8092314944062,NA,NA,NA,NA,NA,NA
"P52803_EFNA5",15.7782446632056,15.8312456381056,15.7974829637637,15.6163571569923,15.5028786180591,15.534255875663,15.6643754245583,15.5351851963065,15.3782334853253
"P52815_MRPL12",22.0205577850103,22.0677572577446,21.9114367163886,22.8964738720121,22.7789380279169,22.9494549171219,22.8251000280364,22.5679499064049,22.80421000834
"P52824_DGKQ",15.85324110874,15.8857745865187,15.5989678457152,NA,NA,NA,16.4385879283789,16.3443173009361,NA
"P52848_NDST1",17.8318614253732,17.9206083798443,17.6709668178543,18.5146555109592,18.7204631404243,18.6502120602222,18.2635924940264,18.2055499486093,18.3361610858936
"P52849_NDST2",15.387256799294,NA,NA,16.0834038393785,15.9943074251039,15.8611558083577,15.7879806598535,15.9334392842078,15.8482672472451
"P52888_THOP1",20.3133713505085,20.4232659638542,20.3304976069724,20.0399496229134,20.0622087665356,20.0816799428153,20.3081708846943,20.1932896808478,20.3200197792773
"P52895_AKR1C2",15.6814484378341,15.9883595071206,NA,16.6169728770831,16.5245519054237,16.321836487372,NA,NA,NA
"P52907_CAPZA1",23.4944996753587,23.503472965577,23.4731614655062,23.2847788506335,23.3054193359156,23.3250733045073,23.2043422262198,23.1104107373552,23.3055229273949
"P52943_CRIP2",23.3813380775326,23.6054392078283,23.3722873518613,20.3647169031066,20.4378280572269,20.4648869821071,22.8355432115333,22.9505311705295,22.837317925358
"P52948_NUP98",20.4006726837087,20.4549703705911,20.4375748800307,20.3315652182705,20.3101661229401,20.3117242654808,20.5303789852485,20.3935204362196,20.4962869465676
"P53004_BLVRA",23.3753415418056,23.2714763093073,23.4149826983594,22.4962107879737,22.6915063125096,22.5193358368236,23.0202552297529,23.3799788322053,23.2686120540371
"P53007_SLC25A1",22.8814432325482,22.9995537331149,22.990390729419,22.5921087031002,22.8251397556481,22.6430135074258,22.2813523214366,22.5720743115341,22.4620412696909
"P53041_PPP5C",20.840303887529,20.8382631724177,20.7596967401548,20.5796053614792,20.5439489979353,20.5203569054775,20.7515553181496,20.6725680310346,20.6254150860157
"P53350_PLK1",18.9424850907665,18.7912669626162,18.8210813033299,19.1446821478182,18.7361297141672,18.9138747613611,19.2068239283441,19.2675657478781,19.6146588455938
"P53365_ARFIP2",19.9995487174666,20.1569150318831,19.9777916651558,19.5260167782094,19.6477508550566,19.6613861752577,19.7318316841685,19.762303699216,19.6585555877716
"P53367_ARFIP1",21.1523520400473,21.1513100811136,21.2237784208006,20.9977345101623,21.0921797688529,21.1607752929301,20.7176527023014,20.7292859139062,20.669199662288
"P53370_NUDT6",17.7512832439581,17.8995599946389,17.9593362562892,16.505397443429,16.8581962628932,16.9009161766275,18.048587674107,17.8134091498373,17.8212808551938
"P53384_NUBP1",19.5991530485156,19.4931872317074,19.9334077882949,19.5557944180881,19.6326065760396,19.5862822654452,19.6739404953958,19.7299726157896,19.7953456264839
"P53396_ACLY",25.3262731704342,25.3919549793703,25.5742766008889,24.831371818409,24.7270936699622,24.8510819991602,24.1612126494799,24.0919483915257,24.2133562598769
"P53582_METAP1",20.1834231248379,20.1363326043815,20.1389990877478,20.2107577508369,20.1997566869454,20.2270631569307,20.4452331680658,20.4049040756974,20.5329251974053
"P53597_SUCLG1",21.1861063474406,21.2848241112458,21.2474264565574,21.5360078693981,21.7229059270384,21.6515747977124,21.429073096284,21.5675575063816,21.5266490643983
"P53602_MVD",23.1787143851652,23.2700119065714,23.498844709617,21.940148005752,22.0046068936834,21.9278354407661,22.0455876562108,22.1832508130342,22.164836877372
"P53609_PGGT1B",17.3725842315574,17.5616450192721,17.4575884050536,17.3374409279985,17.3002726079017,17.4443829425519,17.8290476017908,17.7569894622607,17.748514594016
"P53611_RABGGTB",19.1312119147933,18.8372217612697,19.0613623301724,19.3432468722304,18.7865893144726,18.8489758774058,19.535916815685,19.3953831036972,19.1006032701317
