"","LTED_0","LTED_2","LTED_5","LTED_10","LTED_30","LTED_60","LTED_120","TAMR_0","TAMR_2","TAMR_5","TAMR_10","TAMR_30","TAMR_60","TAMR_120"
"PRKCG",1.14512647329819,1.06060162603814,1.4750388648391,1.77359803789924,2.03527463613451,2.08894883916791,2.38208223702374,-0.480613815781477,-0.278432330406936,0.759202320264991,-0.687446644204178,0.0257961615651023,-0.89322995439747,-0.723501898516958
"PRKCH",0.735066839570756,-0.0982101392779502,-0.475265429512707,0.0362743639809451,-0.157412780175898,0.259619161258366,0.170460600128287,-0.154230586651786,0.222956093311625,1.61171010854113,0.549053365400299,-0.282713955513198,-0.872425533654836,-0.49385940589002
"PRKCI",1.90722619769357,1.23439843029838,1.88873412003795,1.88795794030738,1.50359572252031,2.87454063979364,2.28451468378698,2.57246574709138,1.63031013016787,2.16251169446113,2.80048747160079,2.29204231569579,3.58349685378675,3.3012307317816
"PRKCZ",-0.549891942021551,0.103966153949609,-0.0650349371835425,0.270761873194125,-0.403130674317395,-0.541063153167542,-0.0191953848499267,-1.32585003292775,-0.687209635342525,-0.258265320639343,-0.525267750274068,-0.0530830362438751,-0.899909592708535,-0.863201996601383
"PRKD1",0.0934916296806256,-0.634770674202824,0.420429083022775,0.42336661521215,0.287904665461062,2.28207685370468,0.7738789653128,1.66154030533011,2.68501082900704,3.47346389218754,2.58719043857418,1.53459532911249,3.06837601930195,2.38327203141739
"PRKDC",1.22368286840132,0.720356353241714,1.03966606392324,0.814618776249078,0.091915854667496,0.474611390272802,0.156427776046811,-0.101266484087539,0.641142738638086,0.484192699849446,0.783009453827845,0.693951191430732,0.190608694079997,0.351861230829369
"PRKG1",-0.844694241201147,-0.754859353463042,-1.0754347917733,-1.01670383412955,-1.09344075038241,-0.0882433938739901,-0.637331227028559,1.52009799587852,2.56007932866773,2.11573982571322,1.8980840301945,2.01309847642218,2.63255578790664,1.89400961540284
"PRKX",0.884652160767296,1.48046149766823,2.09343430305208,2.11060356446887,2.11486852845144,2.16327796936632,2.18100024310417,-1.14774101705425,-0.521988900208118,0.372307390243289,0.67594625525156,-1.04767019582409,0.368644587946466,-0.878245659774016
"PRKY",0.884652160767296,1.48046149766823,2.09343430305208,2.11060356446887,2.11486852845144,2.16327796936632,2.18100024310417,-1.14774101705425,-0.521988900208118,0.372307390243289,0.67594625525156,-1.04767019582409,0.368644587946466,-0.878245659774016
"PTK2",-1.48046642610503,-1.83090129283799,-1.30058287783367,-1.61914046450381,NA,-0.769770725414856,NA,NA,-2.33773541598068,-1.50733535416229,-1.96376253016031,NA,-1.71402939842739,NA
"PTPRG",0.641841262443287,0.768985657774464,0.487569946240931,0.603061491642046,0.711485471648928,0.143270456812469,0.542333908926442,-0.707223724793528,0.261245650171254,-0.579267108698624,0.0921352217880435,-0.066520817583337,-0.320592107077062,-0.152463758980068
"RAF1",2.3782839903856,3.19224746825528,3.49641806185165,3.14713641395697,3.1049860186926,3.61162233775103,3.32425365495714,3.33692799966787,2.95759821995241,3.22613305656267,3.88772898042118,3.5704750471022,4.19795987327254,3.60147375354111
"RET",-0.0944275973068794,-0.747552346922464,-1.35197365255791,NA,1.09748535947137,1.01948580672156,NA,2.79857232969143,1.99453150230097,2.39229160335821,2.97949139940629,3.70774394384076,3.53294876430859,3.30481138377005
"ROCK1",1.83805145489159,1.91524827182215,1.9702864278808,2.75643086172913,2.2864944571287,1.84960352551928,2.45237973615831,2.10321460644282,3.8825343173234,1.8144626724817,3.9132818757934,1.87534367834903,3.35423021049223,1.40061176128411
"RPS6KA1",4.1159694649771,3.48570630117518,3.83156422192403,3.49670431217927,4.51297644276309,5.402020550508,5.43915866838107,4.57043973015005,4.17994140865602,4.74443095812704,4.99082870405867,6.07236076230665,6.21067155688483,5.81378612210334
"RPS6KA2",5.24235703462553,4.66786802881516,3.77107853498767,3.647294816303,4.38068124157586,5.99118016958879,5.28330979129154,6.12500314731505,6.10607444664008,5.208837517022,5.92414581962352,6.43253096107495,7.23778154378909,7.01152413061886
"RPS6KA3",-0.224858091993161,-1.33849485815015,-0.441567621095587,-0.708781524637898,0.351700933379248,1.15152931616102,0.0945950381368654,2.62356821229468,4.21025604235828,3.28267296268514,3.4669788967673,4.20111149689997,4.70433667649668,3.68131604172034
"RPS6KA4",5.18122222974805,4.55689750266466,4.11113073561473,3.86617507492799,4.60418998974464,5.79528256735714,5.53783823247891,5.76287399813075,6.11190175521313,5.47224214713971,5.17940449942686,6.96491531064651,7.12955058885411,6.38283951943047
"RPS6KA5",4.97707304890566,3.94207812016749,4.05353481402919,3.79997990385226,4.48148109330537,5.57485568489362,5.56175160119289,4.85985997456351,5.36649866858523,4.94407166325995,4.76187493784658,5.70835261998951,6.24280037711422,5.54968944817391
"RPS6KA6",5.57867884668691,4.89960082085423,4.54293973713724,4.60071264558411,4.39493156015276,6.3269489217788,5.77244404348388,5.13630414465307,4.81598066158926,4.6233602796999,4.34156072809357,5.46047504105656,6.4714835820088,5.84797660320221
"RPS6KB1",-2.03242547871842,-3.63103858791833,-3.47503115600725,-2.69401252218186,-2.72747785583341,-1.61467073912099,-1.60978509321338,-0.889051860333084,0.0942036385119884,-0.351169835107163,-0.999576822490749,0.805350256798692,-0.13060287449736,-1.67623626889923
"RPS6KB2",-0.163875479894196,-0.620819367000097,-0.408797938005686,-0.0556373596509017,-0.157605114599653,-0.284936146526818,-0.284171714119961,0.696400341797035,0.266058919891072,1.02582937930752,0.181105905425897,0.995515030013429,0.487642772561891,0.615005326080857
"RSKR",5.29343282725877,4.66007682423915,4.50144931113492,4.2712261397731,4.33617382967131,5.82996313726739,5.33250593081926,4.50571659823434,4.64484191566665,4.20064741456259,4.07181314591392,5.05619500009273,5.9293663454248,5.43090759049218
"SGK1",2.19716930127808,2.02251549389691,2.35288836183198,2.13035280006764,2.96913944952628,3.09614974169941,2.47917872443277,2.06241555281539,2.69093447095713,2.88961730089067,3.8555717588868,3.86887133813635,3.54346138533371,3.50246815451813
"SGK2",2.1538616945139,2.18059675531278,2.55125931474622,2.78608104200426,2.76843586252373,2.97181423984265,2.80204991209384,-0.555227091835944,0.58985208095276,1.00395039789479,1.47469382089951,1.14844883708568,0.884316417803241,0.568692112309412
"SGK3",2.41292067632554,2.23154397418959,2.61502724124993,2.87789268889889,2.83890175844071,3.10306737464813,2.97860031680036,-0.373148864916682,0.229454445749242,1.06692626069013,1.48292345113745,1.19665816876664,0.864704125307591,0.625712838663698
"SRC",-2.35572078698867,-2.42849098608697,-2.16999389748784,-1.90443432435733,-1.63399080722994,-2.0704830655889,-2.14521276091306,-0.356450840731599,-0.800501323134468,1.28131998272181,-0.328085729836241,-0.42042405737463,-0.460985608883298,-0.906612719503478
"SRPK1",-1.39122603614065,-1.32959459677681,-0.703666751911083,-1.06357014429717,-0.499223150749771,-1.18863180586454,-1.26706138268952,-0.545850449504529,0.406925343659375,0.384647824983896,0.363506111075553,0.452765070623913,-0.100124538069221,0.219644946604763
"SRPK2",-1.54152200416085,-0.735015321011779,-0.66186535156554,-0.489642164038107,-0.551011513366902,-0.650614517840901,-0.899473993184958,-0.665730192328497,0.690338698789526,0.97169736465244,0.447806394655425,0.877000512157527,0.0829155468546198,0.0744924937379133
"STK16",-0.690164260329716,-0.162723201774636,-0.499334813311054,0.0362130170724024,0.0405152585644474,0.236107447291082,0.141102327761822,0.671637184302798,1.25762774738939,0.964989869706322,1.3099823683908,1.83454862575641,1.00695686241754,0.481372415113834
"STK17A",0.884596128422584,1.56167234125609,0.539837164177104,0.5306442314603,1.2237816284199,1.61374963103515,1.46976860192395,0.814099110215927,1.48129263672766,0.420710236670239,0.306088110887532,0.874742322799883,0.860369457519737,1.18630470303338
"STK38",-0.807357594531099,-0.864421103027222,0.201585911683403,-1.54318975763556,0.0224143251267761,-0.732524402209184,-0.77132977868201,-1.13944000814414,NA,-0.22626556252024,-0.940698605132683,0.022010224715337,NA,-0.104069701050325
"STK40",0.499218181795408,0.579556211954181,0.603044597044217,0.198672881228552,1.78205851557315,NA,1.75459807110737,NA,NA,-0.305475331671358,NA,NA,NA,0.444867810133428
"TBK1",-0.562812805340065,-0.882743521307864,-0.854918756095896,-0.327366691466897,-0.598916070482736,0.644998104187172,-0.328131165050419,-1.12865798995535,-0.44446888745118,-0.019501187801196,-0.153121142643144,1.33457313131002,-0.981021546578746,-1.90785686182621
"TTK",-0.245915833000923,0.179794931458899,-0.895378858001854,0.513477545238687,-0.069417395973751,-0.445794839704787,0.354063892377283,0.507524198028137,0.00313345241501557,-1.34874674860144,-0.135908746194764,-0.323213737355517,0.0342706886151425,-0.881307870702773
"UHMK1",-0.415403372430573,0.0475300578214116,-0.132992614670274,0.360478965229588,0.0511440213961795,0.363106278736301,0.142620284965193,-1.79331486913178,-0.89420185446689,-1.45172689306355,-2.30731184391669,-2.05999152236213,-1.9608015024937,-2.26628853635614
"VRK1",0.367717636647161,0.864387275256419,-0.0315555958312108,0.630707052053187,-0.870445165801124,0.0342716920385069,-0.272553537407528,0.175477660422477,0.74099993044681,0.279117745793784,NA,-0.366656819167948,NA,NA
"WEE1",0.524848653135272,0.653210630694324,0.815991154662133,1.02484339080316,0.531110548365837,0.239395808761716,0.570560503241843,0.566535584699852,0.473028612353302,-0.0702035361010101,-0.0613440078552785,0.545300046513934,0.507896371048352,0.686580740627485
"DYRK1B",NA,-0.327757564252753,-1.00395561136479,0.286875746204256,1.18505246464725,NA,NA,0.362821303930218,0.367684677817092,0.317091949644384,1.2716778712852,2.3667092241158,NA,NA
"FYN",NA,-0.109452096152879,0.244900784308564,0.149399673835229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PIM3",NA,NA,1.81797294910668,1.1069962796777,1.18934243960171,2.48079292424112,2.30445056706414,NA,NA,3.06911423522773,3.12549038736728,3.39479338904905,4.34915057664043,3.91095799236498
"TNNI3K",NA,0.431318879112561,0.143004842393934,0.215014474157564,NA,NA,0.177948882192467,NA,-0.139562648519341,-0.0516482228987614,0.132775273799876,NA,0.354196927433827,NA
"WNK1",NA,NA,NA,0.766058104712253,NA,NA,0.430485943552061,NA,NA,NA,0.625906279653525,NA,NA,NA
"NUAK1",NA,NA,2.30420318898599,NA,2.1188887281633,NA,2.38962226301162,NA,NA,2.62343564377151,NA,2.05716286684151,NA,2.67896907086661
"INSR",NA,-0.403005332933005,-0.97230474504149,NA,NA,NA,NA,NA,0.131093936668045,-0.124803252197347,NA,NA,NA,NA
"MET",NA,-0.78701211180493,-1.34911137937044,NA,NA,NA,NA,NA,-0.290085965418348,0.0475160834592143,NA,NA,NA,NA
"PTPN11",NA,1.32785307735192,1.87711161391313,NA,NA,NA,NA,NA,1.15529858844067,0.669773316306918,NA,NA,NA,NA
"CDKL5",NA,NA,-1.28867584818438,NA,-1.1537463835792,NA,NA,0.653008016776699,NA,0.536848908817354,NA,0.558360525582041,NA,0.374119177557391
"DCLK1",NA,NA,NA,NA,NA,NA,NA,0.531790778491871,-0.143056980827793,-0.207532527263656,1.33855933937649,1.50617107343763,NA,NA
"SIK1",NA,NA,NA,NA,NA,NA,NA,-0.105292899238698,NA,NA,NA,-0.519255332021142,NA,0.0299375854050299
"PKM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.338171791881454
